ReservationID,HotelID,CustomerID,RoomID,ResNumAdult,ResNumChild,ResRequest,ResCheckIn,ResCheckOut, ResDayRate , ResDeposite , ResFoodCharge , ResPetCharge , ResLateCharge , ResDamageCharge 
,7,57,177,3,0,none,8/10/2022 14:10,8/22/2022 13:51,1031.85,284.14,0,0,0,0
,5,363,213,3,0,none,8/10/2022 14:40,8/14/2022 3:22,1595.12,287.56,0,0,0,0
,4,361,29,7,0,none,8/10/2022 15:01,8/17/2022 19:11,444.39,351.31,181.81,0,0,0
,2,238,103,2,0,none,8/10/2022 16:23,8/20/2022 10:11,1149.43,236.78,0,160.05,0,353.01
,4,389,30,5,5,Vivamus vel nulla eget eros elementum pellentesque.,8/10/2022 16:30,8/17/2022 21:21,712.53,344.13,0,0,0,0
,6,489,50,6,0,Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue.,8/10/2022 17:32,8/18/2022 18:59,816.19,445.39,0,0,0,0
,1,214,81,3,0,none,8/10/2022 18:51,8/23/2022 1:22,280.31,474.65,0,0,0,0
,2,166,44,4,0,none,8/10/2022 18:56,8/16/2022 15:44,876.53,472.83,21.81,0,0,0
,5,220,194,6,0,none,8/10/2022 18:59,8/12/2022 22:01,192.99,441.79,0,493.32,0,0
,7,330,28,3,0,none,8/10/2022 20:40,8/23/2022 14:11,731.36,369.43,0,0,135.04,0
,5,270,108,6,1,Praesent blandit. Nam nulla.,8/10/2022 23:52,8/23/2022 13:58,426.66,222.53,257.64,0,0,0
,3,485,138,1,0,Cras in purus eu magna vulputate luctus.,8/11/2022 0:02,8/23/2022 7:03,619.49,396.14,0,0,149.58,1468.18
,2,189,33,3,0,Mauris lacinia sapien quis libero.,8/11/2022 0:07,8/15/2022 13:59,337.39,257.19,0,0,0,0
,1,157,13,7,0,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,8/11/2022 0:15,8/11/2022 16:04,1028.44,293.55,0,0,0,0
,1,386,44,2,0,In hac habitasse platea dictumst.,8/11/2022 2:40,8/21/2022 11:03,1355.28,430.98,0,0,0,0
,7,465,169,1,0,none,8/11/2022 2:43,8/17/2022 13:18,248.77,275.45,0,0,0,0
,1,549,5,2,5,none,8/11/2022 4:46,8/21/2022 12:04,620.85,200.22,217.46,0,0,0
,8,38,80,4,0,none,8/11/2022 5:52,8/18/2022 2:07,265.39,487.69,523.14,0,0,0
,1,653,182,6,1,none,8/11/2022 8:00,8/19/2022 6:25,1240.65,395.03,0,0,0,0
,1,251,110,1,0,none,8/11/2022 8:44,8/15/2022 21:58,390.25,440.53,0,211.29,0,0
,5,380,87,6,0,none,8/11/2022 9:22,8/23/2022 16:45,1473.15,250.37,132.95,0,0,0
,1,165,173,1,0,none,8/11/2022 9:27,8/18/2022 21:09,725.36,306.15,0,0,0,0
,3,101,75,3,0,none,8/11/2022 12:01,8/19/2022 2:21,1485.67,216.55,369.65,0,0,0
,5,310,112,7,0,none,8/11/2022 13:10,8/22/2022 5:34,1231.96,409.78,0,0,0,0
,1,110,131,3,0,none,8/11/2022 14:29,8/22/2022 14:35,610.17,453.27,0,0,0,0
,3,397,120,1,3,none,8/11/2022 15:10,8/12/2022 23:37,1464.59,274.55,0,382.72,0,0
,2,162,21,2,0,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,8/11/2022 15:18,8/17/2022 15:15,644.32,312.91,60.97,0,0,1430.53
,7,361,195,3,0,none,8/11/2022 15:36,8/23/2022 5:46,1278.05,363.95,332.66,0,0,0
,2,5,40,4,0,none,8/11/2022 15:43,8/18/2022 1:38,1591.6,341.8,0,343.37,0,0
,5,528,214,6,0,Vivamus tortor.,8/11/2022 15:58,8/15/2022 4:58,709.69,238.13,0,0,0,0
,2,248,122,7,0,none,8/11/2022 16:19,8/19/2022 12:04,1213.8,465.25,90.55,0,0,0
,8,165,176,6,2,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,8/11/2022 16:28,8/15/2022 21:15,515.43,232.75,0,496.56,0,0
,2,79,104,6,3,none,8/11/2022 16:33,8/24/2022 11:25,218.12,248.72,137.75,0,0,0
,7,271,11,5,0,none,8/11/2022 17:00,8/24/2022 11:11,695.76,411.91,46.68,0,0,0
,8,530,209,6,4,none,8/11/2022 20:14,8/12/2022 22:15,1180.08,411.92,12.41,0,0,0
,8,406,222,2,0,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,8/11/2022 20:46,8/12/2022 17:23,1373.08,301.2,604.5,0,0,0
,2,638,9,5,0,none,8/11/2022 21:21,8/15/2022 3:32,1388.56,384.94,0,0,0,0
,6,592,68,1,0,none,8/11/2022 22:10,8/21/2022 14:36,487.2,326.92,457.91,0,0,0
,7,391,112,4,0,none,8/12/2022 0:17,8/12/2022 2:26,992.94,470.8,0,0,0,0
,6,507,62,4,2,none,8/12/2022 1:39,8/22/2022 19:41,1504.44,251.09,0,0,0,0
,6,619,40,1,3,none,8/12/2022 2:11,8/15/2022 6:50,416.61,202.1,0,0,0,0
,3,116,124,4,0,none,8/12/2022 4:10,8/24/2022 9:30,1266.37,379.44,0,0,0,0
,7,561,21,1,0,Cras mi pede malesuada in imperdiet et commodo vulputate justo. In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit.,8/12/2022 5:45,8/12/2022 22:42,1188.53,468.42,0,0,0,0
,6,454,65,3,0,none,8/12/2022 5:57,8/16/2022 17:14,439.07,449.73,531.33,314.52,0,682.87
,1,571,5,6,0,none,8/12/2022 6:46,8/21/2022 16:14,951.25,305.59,0,0,91.43,0
,2,174,15,2,0,none,8/12/2022 9:23,8/17/2022 9:36,240.61,376.45,477.31,0,0,0
,1,160,45,3,0,none,8/12/2022 12:16,8/12/2022 16:33,716.05,448.06,0,0,0,0
,7,89,37,7,0,Lorem ipsum dolor sit amet consectetuer adipiscing elit. Proin risus.,8/12/2022 13:25,8/18/2022 17:45,544.9,389.47,0,0,0,0
,6,300,62,7,0,Aliquam erat volutpat. In congue.,8/12/2022 16:05,8/13/2022 19:48,1456.8,233.01,0,0,0,0
,5,125,69,1,3,none,8/12/2022 16:39,8/25/2022 6:35,1232.99,207.54,0,0,0,0
,6,496,59,6,0,Aenean auctor gravida sem.,8/12/2022 17:28,8/15/2022 18:40,988.59,387.67,0,0,0,0
,1,59,57,7,0,Proin risus. Praesent lectus.,8/12/2022 17:43,8/15/2022 15:49,1007,358.98,0,0,0,0
,7,580,154,4,5,Pellentesque viverra pede ac diam.,8/12/2022 18:10,8/21/2022 10:55,158.65,260.79,0,0,0,0
,4,71,227,4,0,none,8/12/2022 18:53,8/24/2022 9:18,1182.55,285.1,623.4,0,0,0
,4,651,66,1,0,none,8/12/2022 19:01,8/13/2022 13:46,604.66,495.42,0,0,0,0
,2,11,96,4,0,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.,8/12/2022 19:18,8/17/2022 17:53,469.38,448.63,0,0,0,0
,4,21,113,1,2,none,8/12/2022 19:24,8/17/2022 22:13,1235.93,284.78,0,0,0,0
,2,45,116,7,0,none,8/12/2022 20:37,8/20/2022 0:26,1345.06,277.42,0,166.19,0,0
,1,181,167,5,0,Phasellus in felis.,8/12/2022 22:26,8/23/2022 10:41,1180.13,418.88,436.55,0,0,1299.94
,1,45,39,6,1,none,8/13/2022 0:01,8/17/2022 0:39,1078.43,223.71,37.99,0,0,0
,5,226,11,2,0,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,8/13/2022 1:43,8/20/2022 16:51,751.19,209.58,0,0,0,0
,4,632,82,3,0,Nulla mollis molestie lorem.,8/13/2022 3:16,8/18/2022 15:58,1471.39,455.01,0,0,107.41,0
,8,29,21,6,0,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,8/13/2022 5:03,8/16/2022 20:52,173.04,257.71,181.56,0,0,0
,3,491,71,6,0,In blandit ultrices enim. Lorem ipsum dolor sit amet consectetuer adipiscing elit.,8/13/2022 5:36,8/25/2022 19:02,834.68,425.82,43.95,0,0,0
,5,444,234,1,0,In hac habitasse platea dictumst.,8/13/2022 8:21,8/21/2022 15:09,234.91,248.52,413.14,0,0,0
,6,87,41,3,0,none,8/13/2022 12:45,8/19/2022 6:45,320.93,254.63,125.9,349.77,0,0
,3,86,101,5,0,none,8/13/2022 12:46,8/14/2022 11:14,445.89,228.72,0,0,0,0
,2,532,36,3,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,8/13/2022 13:27,8/18/2022 15:27,214.54,341.05,0,0,0,0
,3,238,91,6,5,none,8/13/2022 13:33,8/14/2022 16:21,1296.19,336.32,0,0,0,0
,5,62,78,1,5,none,8/13/2022 13:53,8/19/2022 12:26,671.92,393.28,0,0,0,0
,2,360,96,3,0,none,8/13/2022 14:33,8/19/2022 7:13,369.03,234.83,0,243.46,0,418.96
,2,651,80,4,1,none,8/13/2022 14:54,8/16/2022 10:55,1516.13,474.3,0,0,0,0
,5,256,208,2,3,Nunc rhoncus dui vel sem. Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.,8/13/2022 15:17,8/25/2022 17:35,927.37,370.84,0,0,0,0
,1,184,100,3,0,Integer ac leo.,8/13/2022 17:51,8/23/2022 5:53,621.18,453.69,426.4,0,0,0
,2,332,39,6,5,none,8/13/2022 21:07,8/23/2022 6:48,1531.6,223.31,650.89,0,0,0
,4,151,8,5,0,none,8/13/2022 22:44,8/20/2022 6:57,1084.01,363.65,0,0,0,0
,5,62,86,3,0,Aenean sit amet justo. Morbi ut odio.,8/13/2022 23:40,8/16/2022 9:09,1598.92,378.68,0,0,88.15,0
,1,221,106,6,0,none,8/14/2022 0:57,8/19/2022 21:55,607.07,479.93,25.42,0,0,0
,7,504,192,5,0,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.,8/14/2022 1:34,8/15/2022 2:38,1238.18,278.45,0,0,0,0
,7,365,98,5,0,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,8/14/2022 2:41,8/26/2022 6:32,955.08,217.74,548.6,0,0,0
,5,165,54,3,5,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,8/14/2022 3:59,8/16/2022 12:11,640.37,386.79,0,0,0,0
,8,58,220,3,1,none,8/14/2022 5:17,8/25/2022 9:48,668.06,260.05,466.65,0,0,0
,8,381,147,2,0,In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,8/14/2022 5:29,8/20/2022 2:08,1316.15,440.94,0,0,0,0
,7,546,113,5,0,none,8/14/2022 6:08,8/22/2022 9:27,1380.37,290.8,0,0,0,0
,4,314,187,6,0,none,8/14/2022 8:55,8/18/2022 20:13,1139.93,286.3,0,0,0,0
,1,284,30,5,0,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,8/14/2022 10:38,8/16/2022 10:05,1356.68,330.7,0,0,0,0
,7,43,83,4,0,Aliquam erat volutpat. In congue. Etiam justo.,8/14/2022 12:14,8/20/2022 11:14,288.39,250.3,13.37,0,0,0
,6,574,18,4,0,none,8/14/2022 12:32,8/22/2022 3:36,1113.74,244.27,0,0,112.03,0
,6,273,58,1,0,Donec odio justo sollicitudin ut suscipit a feugiat et eros. Vestibulum ac est lacinia nisi venenatis tristique.,8/14/2022 12:39,8/27/2022 4:41,1014.52,414.51,0,0,0,0
,4,334,208,6,4,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,8/14/2022 13:59,8/15/2022 21:35,1089,423.62,0,0,0,0
,2,439,60,2,0,none,8/14/2022 14:30,8/17/2022 23:14,1527.41,233.58,0,0,0,0
,4,320,27,1,0,none,8/14/2022 15:55,8/15/2022 2:14,217,320.28,231.28,0,0,0
,6,229,17,4,5,none,8/14/2022 15:57,8/21/2022 6:21,1526.37,282.16,0,0,0,0
,7,74,33,7,2,Proin at turpis a pede posuere nonummy. Integer non velit.,8/14/2022 16:24,8/19/2022 16:25,1094.94,387.48,0,0,0,0
,3,561,73,1,0,Morbi ut odio. Cras mi pede malesuada in imperdiet et commodo vulputate justo. In blandit ultrices enim.,8/14/2022 16:36,8/17/2022 4:05,1062.42,414.06,0,0,0,0
,1,405,164,4,0,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,8/14/2022 16:39,8/27/2022 2:52,1521.32,371.83,503.16,0,0,0
,6,125,48,6,0,none,8/14/2022 18:14,8/26/2022 21:01,738.97,474.66,253.82,0,0,1044.08
,4,1,31,1,0,none,8/14/2022 21:11,8/18/2022 8:02,601.4,495.45,0,0,0,0
,5,435,242,4,0,none,8/14/2022 21:28,8/27/2022 13:10,1034.48,400.37,0,0,0,0
,5,300,7,7,0,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.,8/14/2022 22:41,8/17/2022 19:56,653.06,218.21,663.56,0,0,0
,4,641,107,1,0,none,8/14/2022 23:25,8/23/2022 5:07,987.4,223.24,418.28,0,0,0
,3,328,58,6,0,none,8/15/2022 0:14,8/27/2022 17:46,1030.68,425.65,128.2,0,0,0
,8,337,58,6,1,Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.,8/15/2022 1:24,8/19/2022 16:40,315.77,374.25,0,0,0,0
,3,326,151,4,0,none,8/15/2022 1:41,8/21/2022 21:54,939.72,211.58,0,0,0,0
,7,482,3,5,0,Suspendisse potenti. Nullam porttitor lacus at turpis.,8/15/2022 2:12,8/23/2022 11:45,1518.42,477.75,42.51,0,0,0
,1,272,176,4,0,none,8/15/2022 2:52,8/25/2022 2:19,1495.27,471.55,0,0,0,0
,8,140,45,5,0,Aliquam non mauris. Morbi non lectus.,8/15/2022 2:54,8/27/2022 13:07,592.94,248.42,0,0,0,0
,6,539,37,4,4,none,8/15/2022 4:23,8/15/2022 13:30,157.72,345.21,0,0,0,0
,8,253,69,1,0,Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus.,8/15/2022 5:14,8/20/2022 14:48,1564.39,425.36,0,0,0,0
,4,228,84,3,3,none,8/15/2022 5:21,8/27/2022 1:25,1018.96,257.11,0,498,0,0
,7,165,206,2,0,none,8/15/2022 6:02,8/16/2022 20:21,978.64,269.45,0,0,0,694.74
,7,210,175,3,1,none,8/15/2022 6:08,8/22/2022 6:26,805.96,438.91,0,0,0,0
,4,527,22,2,0,none,8/15/2022 9:54,8/23/2022 13:38,1128.93,480.95,0,0,0,0
,8,362,164,6,0,none,8/15/2022 10:13,8/25/2022 19:15,167.03,416.1,255.22,262.97,118.76,0
,8,537,198,5,0,none,8/15/2022 11:43,8/28/2022 5:43,1545.42,305.93,0,0,0,0
,8,666,191,5,0,none,8/15/2022 13:29,8/28/2022 4:49,485.12,275.51,500.43,0,0,0
,8,258,147,1,0,Nulla facilisi.,8/15/2022 13:59,8/20/2022 5:22,382.81,402.21,0,0,0,0
,4,613,110,5,0,Duis bibendum. Morbi non quam nec dui luctus rutrum.,8/15/2022 15:44,8/27/2022 4:39,1077.68,493.64,0,0,0,0
,3,306,135,2,0,none,8/15/2022 18:19,8/20/2022 6:01,1123.8,216.07,0,348.44,0,0
,3,511,9,1,5,Donec posuere metus vitae ipsum. Aliquam non mauris.,8/15/2022 18:48,8/17/2022 0:13,862.43,396.87,0,0,0,0
,1,351,104,3,0,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,8/15/2022 19:43,8/26/2022 1:37,239.48,477.47,0,0,0,0
,6,313,40,5,0,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.,8/15/2022 21:44,8/19/2022 9:54,557.55,455.93,0,0,0,0
,2,430,103,5,1,Nulla ut erat id mauris vulputate elementum.,8/15/2022 21:55,8/16/2022 23:18,488.73,217.46,0,0,0,0
,6,333,52,4,0,none,8/15/2022 22:21,8/18/2022 16:33,839.8,461.61,0,0,0,0
,7,336,64,7,0,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,8/16/2022 2:03,8/26/2022 16:07,1372.61,249.88,0,0,0,0
,4,65,113,5,0,Fusce posuere felis sed lacus. Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.,8/16/2022 2:59,8/25/2022 4:19,1168.56,367.62,0,0,0,0
,1,202,137,4,0,none,8/16/2022 3:51,8/23/2022 15:48,468.46,378.54,353.42,0,0,1321.46
,1,366,181,2,0,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,8/16/2022 4:55,8/28/2022 18:43,1486.6,251.18,0,0,0,0
,8,336,66,2,0,none,8/16/2022 5:23,8/23/2022 23:24,944.23,450.95,68.87,0,115.15,0
,5,30,111,5,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.,8/16/2022 5:27,8/19/2022 21:26,831.01,226.65,0,0,0,0
,6,465,49,7,0,none,8/16/2022 5:41,8/19/2022 4:26,1523.64,292.83,327.16,0,0,0
,1,25,99,3,0,Nulla tempus.,8/16/2022 5:59,8/18/2022 1:55,1376.91,488.54,0,0,0,0
,8,523,60,6,4,none,8/16/2022 7:51,8/22/2022 20:41,1004.9,464.22,569.29,0,0,0
,7,253,202,2,0,none,8/16/2022 11:30,8/19/2022 20:21,976.34,461.23,0,0,0,0
,4,634,89,3,0,Morbi porttitor lorem id ligula.,8/16/2022 11:46,8/26/2022 0:30,1071.67,418.11,0,0,130.28,0
,4,258,162,5,0,none,8/16/2022 11:50,8/26/2022 19:38,1326.04,324.98,0,0,0,0
,3,589,104,6,0,In hac habitasse platea dictumst.,8/16/2022 12:18,8/21/2022 10:20,1211.57,310.97,0,0,0,0
,5,158,91,2,0,none,8/16/2022 15:48,8/16/2022 21:16,949.8,405.57,485.86,0,0,0
,3,387,103,3,0,none,8/16/2022 18:42,8/24/2022 9:28,660.86,377.6,0,0,0,0
,8,550,243,6,4,none,8/16/2022 19:56,8/25/2022 19:46,1005.41,488.51,0,0,0,0
,3,68,7,6,0,none,8/16/2022 21:20,8/21/2022 17:37,1027.94,246.78,292.22,0,81.13,939.65
,5,230,78,2,0,none,8/16/2022 22:26,8/20/2022 21:44,1027.15,382.29,0,0,0,0
,8,580,181,7,0,none,8/16/2022 22:38,8/20/2022 5:13,1139.74,238.33,0,159.22,0,0
,3,354,68,6,0,none,8/17/2022 0:18,8/24/2022 21:22,507.81,282.64,521.87,439.8,0,0
,2,269,38,3,0,none,8/17/2022 0:27,8/21/2022 4:04,444.66,347.61,0,0,95.25,0
,2,597,29,7,0,none,8/17/2022 0:47,8/28/2022 3:29,1126.88,400.18,0,0,0,0
,5,497,227,3,0,none,8/17/2022 1:47,8/19/2022 9:23,1198.28,414.59,0,0,0,0
,1,51,89,6,0,none,8/17/2022 2:09,8/21/2022 16:16,1119.29,205.58,0,158.38,0,0
,6,419,6,4,0,none,8/17/2022 3:43,8/26/2022 4:49,1094.63,381.15,35.96,0,0,0
,8,657,143,4,0,none,8/17/2022 9:38,8/22/2022 21:48,1214.14,485.18,0,0,0,0
,7,57,38,1,0,none,8/17/2022 9:51,8/28/2022 12:15,705.65,202.06,0,0,0,0
,6,308,1,1,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.,8/17/2022 13:43,8/23/2022 14:11,816.47,287.69,0,0,0,0
,3,252,78,7,0,Duis mattis egestas metus. Aenean fermentum.,8/17/2022 13:52,8/24/2022 4:15,214.71,489.06,0,184.02,0,0
,5,163,20,5,0,none,8/17/2022 14:10,8/17/2022 20:33,732.32,217.49,0,171.19,0,0
,2,461,101,4,0,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,8/17/2022 15:49,8/28/2022 18:56,1109.83,417,0,490.23,0,0
,7,447,27,2,3,none,8/17/2022 16:29,8/19/2022 23:20,1506.16,209.86,381.64,0,0,0
,3,513,116,5,0,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,8/17/2022 16:52,8/26/2022 20:01,304.21,367.94,289.67,438.92,137.17,0
,4,21,162,2,0,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,8/17/2022 17:46,8/28/2022 13:14,277.73,210.58,42.9,0,0,0
,3,44,19,1,0,none,8/17/2022 19:33,8/21/2022 12:20,884.42,317.22,0,0,0,0
,1,648,167,7,2,Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.,8/17/2022 19:47,8/30/2022 12:34,239.84,351.99,0,0,0,0
,1,190,120,6,0,none,8/17/2022 23:02,8/26/2022 22:12,1411.49,406.07,18.49,0,0,0
,2,444,121,7,0,none,8/17/2022 23:15,8/23/2022 8:28,245.73,338.04,411.51,0,0,0
,1,34,155,1,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo sollicitudin ut suscipit a feugiat et eros.,8/17/2022 23:37,8/27/2022 20:40,209.32,499.34,625.39,0,0,0
,5,358,210,3,0,none,8/18/2022 3:08,8/27/2022 19:05,714.83,342.85,0,0,0,0
,6,225,25,3,1,none,8/18/2022 3:53,8/21/2022 14:34,326.43,274.73,0,0,0,0
,8,195,185,4,2,Pellentesque eget nunc.,8/18/2022 3:57,8/30/2022 3:50,391.54,289.78,0,0,0,0
,2,487,122,2,0,none,8/18/2022 4:28,8/23/2022 5:45,443.51,390.84,190.13,0,0,0
,5,376,218,3,0,none,8/18/2022 4:49,8/30/2022 10:52,1355.16,312.44,0,0,0,0
,4,144,119,6,1,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,8/18/2022 5:52,8/30/2022 23:01,1160.24,393.06,0,198.15,0,0
,2,171,119,5,3,none,8/18/2022 6:46,8/24/2022 6:28,637.15,390.24,212.65,0,115.9,0
,8,453,50,2,0,Nulla ac enim. In tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.,8/18/2022 8:49,8/23/2022 6:50,1517.91,222.62,0,0,0,0
,3,112,72,2,0,none,8/18/2022 9:18,8/25/2022 18:29,590.3,499.89,0,0,0,0
,6,499,59,3,0,none,8/18/2022 9:51,8/20/2022 17:49,202.08,480.8,561.6,0,0,0
,2,251,8,1,0,Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue. Aliquam erat volutpat.,8/18/2022 11:34,8/25/2022 17:57,1357.42,284.1,0,0,0,0
,6,75,18,3,4,none,8/18/2022 13:09,8/30/2022 22:36,1342.22,247.35,0,0,127.52,0
,6,401,27,3,0,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,8/18/2022 13:21,8/30/2022 13:07,1028.86,406.54,0,0,0,0
,5,488,68,2,0,Curabitur convallis.,8/18/2022 15:33,8/26/2022 22:49,469.81,224.53,0,0,0,0
,7,416,102,4,1,Vestibulum sed magna at nunc commodo placerat.,8/18/2022 16:18,8/31/2022 14:16,503.72,421.58,240.22,249.79,0,0
,1,1,171,1,0,none,8/18/2022 16:21,8/24/2022 21:09,433.84,267.59,0,0,0,0
,5,450,104,7,0,none,8/18/2022 17:35,8/19/2022 11:33,667.88,413.91,0,0,0,0
,2,309,126,1,4,In congue. Etiam justo. Etiam pretium iaculis justo.,8/18/2022 19:33,8/31/2022 13:42,1422.87,384.11,0,0,0,0
,7,113,102,5,0,Integer pede justo lacinia eget tincidunt eget tempus vel pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,8/18/2022 19:35,8/28/2022 20:43,1584.4,361.86,660.39,0,0,0
,1,356,181,3,0,none,8/18/2022 20:10,8/30/2022 16:10,1261.29,236.4,0,0,0,0
,8,151,181,3,0,none,8/18/2022 20:30,8/29/2022 15:40,386.63,415.48,0,0,0,1304.68
,2,632,68,6,0,none,8/18/2022 21:00,8/22/2022 19:47,1064.42,453.88,0,0,116.58,1140.34
,4,493,22,6,5,none,8/18/2022 21:18,8/21/2022 19:27,1460.1,373.71,0,0,139.54,0
,2,179,2,2,5,none,8/18/2022 21:23,8/25/2022 14:59,340.41,442.2,0,0,0,0
,2,649,9,5,0,none,8/18/2022 23:24,8/21/2022 13:03,947.37,496.89,0,0,0,0
,8,597,107,4,0,none,8/18/2022 23:39,8/22/2022 21:30,517.78,229.59,493.58,0,133.32,0
,4,118,160,5,0,none,8/19/2022 1:52,8/26/2022 10:26,1123.15,444.46,14.31,0,0,0
,1,627,50,5,0,none,8/19/2022 2:56,8/30/2022 14:55,196.45,385.13,0,0,0,0
,3,310,114,4,0,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl. Nunc rhoncus dui vel sem. Sed sagittis.,8/19/2022 6:13,8/31/2022 6:51,230.16,475,0,0,0,636.29
,4,461,84,6,0,none,8/19/2022 6:48,8/30/2022 8:06,1165.27,331.4,255.63,0,0,1213.11
,7,478,114,6,0,none,8/19/2022 9:16,8/29/2022 20:14,188.71,442.58,0,0,106.3,0
,4,501,68,7,0,Etiam justo. Etiam pretium iaculis justo.,8/19/2022 9:20,8/25/2022 5:34,334.96,495.49,0,0,0,0
,8,576,36,5,0,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,8/19/2022 11:37,8/27/2022 14:00,1438.93,392.81,0,0,0,0
,2,645,23,1,0,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,8/19/2022 12:08,9/1/2022 1:49,877.6,461.63,0,0,0,0
,5,243,213,1,0,none,8/19/2022 12:14,8/22/2022 8:56,497.29,354.65,0,0,0,0
,7,620,78,3,0,Morbi ut odio. Cras mi pede malesuada in imperdiet et commodo vulputate justo.,8/19/2022 12:39,8/28/2022 16:34,214.37,373.55,608.87,0,0,0
,6,281,40,1,2,none,8/19/2022 13:19,8/31/2022 17:50,951.41,229.19,0,0,0,0
,4,114,215,6,0,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,8/19/2022 17:06,8/23/2022 1:15,1234.66,339.87,23.51,0,0,0
,4,475,193,4,0,none,8/19/2022 17:11,8/21/2022 6:26,253.72,347.79,0,0,0,0
,6,635,21,3,0,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,8/19/2022 17:28,8/22/2022 16:42,618.7,264.15,0,0,0,0
,3,182,66,1,1,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,8/19/2022 22:13,8/22/2022 17:24,906.32,417.19,44.04,0,0,0
,1,416,23,5,0,Integer a nibh. In quis justo.,8/20/2022 0:25,8/23/2022 16:25,723.95,497.49,624.52,0,0,0
,6,303,63,6,2,none,8/20/2022 0:47,8/31/2022 9:19,966.26,204.26,0,0,0,0
,4,131,200,6,0,none,8/20/2022 1:59,8/21/2022 7:29,190.95,214.54,347.43,0,0,0
,1,275,123,2,2,none,8/20/2022 2:38,8/20/2022 8:13,1183.47,243.35,327.31,0,0,0
